date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:14	34828/34828	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:37%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_validation.htm	www.tutorialspoint.com/fuelphp/fuelphp_validation.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:15	42432/42432	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:52:33%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_advanced_form_programming.htm	www.tutorialspoint.com/fuelphp/fuelphp_advanced_form_programming.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:16	36985/36985	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:38%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_file_uploading.htm	www.tutorialspoint.com/fuelphp/fuelphp_file_uploading.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:18	34309/34309	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Jun%202023%2004:18:47%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_ajax.htm	www.tutorialspoint.com/fuelphp/fuelphp_ajax.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:19	30624/30624	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:51:10%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_hmvc_request.htm	www.tutorialspoint.com/fuelphp/fuelphp_hmvc_request.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:20	42147/42147	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:40%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_themes.htm	www.tutorialspoint.com/fuelphp/fuelphp_themes.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:20	32068/32068	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:50:28%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_modules.htm	www.tutorialspoint.com/fuelphp/fuelphp_modules.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:22	34087/34087	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:50:00%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_packages.htm	www.tutorialspoint.com/fuelphp/fuelphp_packages.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:23	35764/35764	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:49:39%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_cookie_and_session_management.htm	www.tutorialspoint.com/fuelphp/fuelphp_cookie_and_session_management.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:24	33865/33865	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2011:47:10%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_events.htm	www.tutorialspoint.com/fuelphp/fuelphp_events.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:24	38337/38337	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2013:30:25%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_email_management.htm	www.tutorialspoint.com/fuelphp/fuelphp_email_management.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:25	32280/32280	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2007:03:56%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_profiler.htm	www.tutorialspoint.com/fuelphp/fuelphp_profiler.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:27	33964/33964	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2008:00:45%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_error_handling_and_debugging.htm	www.tutorialspoint.com/fuelphp/fuelphp_error_handling_and_debugging.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:27	32858/32858	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:45%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_unit_testing.htm	www.tutorialspoint.com/fuelphp/fuelphp_unit_testing.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:28	49649/49649	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2007:57:46%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm	www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:30	242168/242168	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2009:16:15%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_quick_guide.htm	www.tutorialspoint.com/fuelphp/fuelphp_quick_guide.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:30	39320/39320	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2016:54:32%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_useful_resources.htm	www.tutorialspoint.com/fuelphp/fuelphp_useful_resources.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:31	30599/30599	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:48%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_discussion.htm	www.tutorialspoint.com/fuelphp/fuelphp_discussion.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:32	23101/23101	---M--	200	added ('OK')	image/jpeg	etag:%225a3d-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/fuelphp.jpg	www.tutorialspoint.com/fuelphp/images/fuelphp.jpg	(from https://www.tutorialspoint.com/fuelphp/)
23:13:34	30395/30395	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jun%202023%2019:09:49%20GMT	https://www.tutorialspoint.com/fuelphp/fuelphp_pdf_version.htm	www.tutorialspoint.com/fuelphp/fuelphp_pdf_version.html	(from https://www.tutorialspoint.com/fuelphp/)
23:13:35	39211/39211	---M--	200	added ('OK')	image/jpeg	etag:%22992b-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/welcome_page.jpg	www.tutorialspoint.com/fuelphp/images/welcome_page.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_installation.htm)
23:13:36	27150/27150	---M--	200	added ('OK')	image/jpeg	etag:%226a0e-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/workflow.jpg	www.tutorialspoint.com/fuelphp/images/workflow.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_architecture_overview.htm)
23:13:37	23099/23099	---M--	200	added ('OK')	image/jpeg	etag:%225a3b-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/employee_application.jpg	www.tutorialspoint.com/fuelphp/images/employee_application.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_simple_web_application.htm)
23:13:38	24254/24254	---M--	200	added ('OK')	image/jpeg	etag:%225ebe-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/employee_controller.jpg	www.tutorialspoint.com/fuelphp/images/employee_controller.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_controllers.htm)
23:13:40	24448/24448	---M--	200	added ('OK')	image/jpeg	etag:%225f80-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/show_method.jpg	www.tutorialspoint.com/fuelphp/images/show_method.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_controllers.htm)
23:13:41	17761/17761	---M--	200	added ('OK')	image/jpeg	etag:%224561-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/index_before_action.jpg	www.tutorialspoint.com/fuelphp/images/index_before_action.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_controllers.htm)
23:13:42	17827/17827	---M--	200	added ('OK')	image/jpeg	etag:%2245a3-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/show_before_action.jpg	www.tutorialspoint.com/fuelphp/images/show_before_action.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_controllers.htm)
23:13:43	16313/16313	---M--	200	added ('OK')	image/jpeg	etag:%223fb9-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/controller_welcome.jpg	www.tutorialspoint.com/fuelphp/images/controller_welcome.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_routing.htm)
23:13:44	21808/21808	---M--	200	added ('OK')	image/jpeg	etag:%225530-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/mozilla_firebox7.jpg	www.tutorialspoint.com/fuelphp/images/mozilla_firebox7.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_requests_and_response.htm)
23:13:46	20565/20565	---M--	200	added ('OK')	image/jpeg	etag:%225055-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/mozilla_firebox8.jpg	www.tutorialspoint.com/fuelphp/images/mozilla_firebox8.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_requests_and_response.htm)
23:13:47	14591/14591	---M--	200	added ('OK')	image/jpeg	etag:%2238ff-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/show_view.jpg	www.tutorialspoint.com/fuelphp/images/show_view.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_views.htm)
23:13:48	14823/14823	---M--	200	added ('OK')	image/jpeg	etag:%2239e7-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/passing_view_request.jpg	www.tutorialspoint.com/fuelphp/images/passing_view_request.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_views.htm)
23:13:49	15013/15013	---M--	200	added ('OK')	image/jpeg	etag:%223aa5-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/view_filter.jpg	www.tutorialspoint.com/fuelphp/images/view_filter.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_views.htm)
23:13:50	14669/14669	---M--	200	added ('OK')	image/jpeg	etag:%22394d-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/presenter_view.jpg	www.tutorialspoint.com/fuelphp/images/presenter_view.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_presenters.htm)
23:13:51	78537/78537	---M--	200	added ('OK')	image/jpeg	etag:%22132c9-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/classes_methods.jpg	www.tutorialspoint.com/fuelphp/images/classes_methods.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_models_and_database.htm)
23:13:52	36688/36688	---M--	200	added ('OK')	image/jpeg	etag:%228f50-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/create_view.jpg	www.tutorialspoint.com/fuelphp/images/create_view.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_models_and_database.htm)
23:13:53	31133/31133	---M--	200	added ('OK')	image/jpeg	etag:%22799d-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/form_design.jpg	www.tutorialspoint.com/fuelphp/images/form_design.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_form_programming.htm)
23:13:53	22690/22690	---M--	200	added ('OK')	image/jpeg	etag:%2258a2-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/employee_data.jpg	www.tutorialspoint.com/fuelphp/images/employee_data.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_form_programming.htm)
23:13:55	21106/21106	---M--	200	added ('OK')	image/jpeg	etag:%225272-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/database.jpg	www.tutorialspoint.com/fuelphp/images/database.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_form_programming.htm)
23:13:55	24033/24033	---M--	200	added ('OK')	image/jpeg	etag:%225de1-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/add_page.jpg	www.tutorialspoint.com/fuelphp/images/add_page.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_advanced_form_programming.htm)
23:13:57	33872/33872	---M--	200	added ('OK')	image/jpeg	etag:%228450-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/data_missing.jpg	www.tutorialspoint.com/fuelphp/images/data_missing.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_advanced_form_programming.htm)
23:13:58	35071/35071	---M--	200	added ('OK')	image/jpeg	etag:%2288ff-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/client_validation.jpg	www.tutorialspoint.com/fuelphp/images/client_validation.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_advanced_form_programming.htm)
23:13:59	20174/20174	---M--	200	added ('OK')	image/jpeg	etag:%224ece-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/upload_file.jpg	www.tutorialspoint.com/fuelphp/images/upload_file.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_file_uploading.htm)
23:14:00	25629/25629	---M--	200	added ('OK')	image/jpeg	etag:%22641d-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/anchor_tab.jpg	www.tutorialspoint.com/fuelphp/images/anchor_tab.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_ajax.htm)
23:14:01	16521/16521	---M--	200	added ('OK')	image/jpeg	etag:%224089-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/employee_list.jpg	www.tutorialspoint.com/fuelphp/images/employee_list.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_hmvc_request.htm)
23:14:03	43544/43544	---M--	200	added ('OK')	image/jpeg	etag:%22aa18-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/theme_support.jpg	www.tutorialspoint.com/fuelphp/images/theme_support.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_themes.htm)
23:14:04	40249/40249	---M--	200	added ('OK')	image/jpeg	etag:%229d39-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/enable_profiling.jpg	www.tutorialspoint.com/fuelphp/images/enable_profiling.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_profiler.htm)
23:14:05	23760/23760	---M--	200	added ('OK')	image/jpeg	etag:%225cd0-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/return_index_page.jpg	www.tutorialspoint.com/fuelphp/images/return_index_page.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:05	47889/47889	---M--	200	added ('OK')	image/jpeg	etag:%22bb11-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/index_view.jpg	www.tutorialspoint.com/fuelphp/images/index_view.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:06	31848/31848	---M--	200	added ('OK')	image/jpeg	etag:%227c68-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/updated_view.jpg	www.tutorialspoint.com/fuelphp/images/updated_view.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:07	27183/27183	---M--	200	added ('OK')	image/jpeg	etag:%226a2f-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/form_with_data.jpg	www.tutorialspoint.com/fuelphp/images/form_with_data.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:08	39582/39582	---M--	200	added ('OK')	image/jpeg	etag:%229a9e-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/book_list.jpg	www.tutorialspoint.com/fuelphp/images/book_list.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:09	26671/26671	---M--	200	added ('OK')	image/jpeg	etag:%22682f-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/form_book_details.jpg	www.tutorialspoint.com/fuelphp/images/form_book_details.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_complete_working_example.htm)
23:14:11	26225/26225	---M--	200	added ('OK')	image/jpeg	etag:%226671-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/parsing_request.jpg	www.tutorialspoint.com/fuelphp/images/parsing_request.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_quick_guide.htm)
23:14:11	23663/23663	---M--	200	added ('OK')	image/jpeg	etag:%225c6f-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/action_response.jpg	www.tutorialspoint.com/fuelphp/images/action_response.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_quick_guide.htm)
23:14:12	17631/17631	---M--	200	added ('OK')	image/jpeg	etag:%2244df-5c8329ddd4f80%22	https://www.tutorialspoint.com/fuelphp/images/create_view_model.jpg	www.tutorialspoint.com/fuelphp/images/create_view_model.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_quick_guide.htm)
23:14:14	884992/884992	---M--	200	added ('OK')	application/pdf	etag:%22d8100-5d7bad856a840%22	https://www.tutorialspoint.com/fuelphp/fuelphp_tutorial.pdf	www.tutorialspoint.com/fuelphp/fuelphp_tutorial.pdf	(from https://www.tutorialspoint.com/fuelphp/fuelphp_pdf_version.htm)
23:14:15	73349/73349	---M--	200	added ('OK')	image/jpeg	etag:%2211e85-5d7bad9a659c0%22	https://www.tutorialspoint.com/fuelphp/images/fuelphp_pdfcover.jpg	www.tutorialspoint.com/fuelphp/images/fuelphp_pdfcover.jpg	(from https://www.tutorialspoint.com/fuelphp/fuelphp_pdf_version.htm)
